CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00126G,The University of Western Australia (UWA),111644G,Bachelor of Modern Languages and Bachelor of Business,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,No,No,,,,English,208,"$192,400.00","$1,492.00","$193,892.00",No
00126G,The University of Western Australia (UWA),111645F,Bachelor of Modern Languages and Bachelor of Science,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$195,600.00","$1,492.00","$197,092.00",No
00126G,The University of Western Australia (UWA),111847G,Master of Medical Physics (coursework and dissertation),,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,,,,Masters Degree (Coursework),No,Yes,1.00,28,28,English,108,"$107,000.00",$774.69,"$107,774.69",No
00126G,The University of Western Australia (UWA),112846M,Bachelor of Biomedicine (Specialised),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$154,200.00","$1,119.00","$155,319.00",No
00126G,The University of Western Australia (UWA),114337E,Bachelor of Education (Primary) (Honours),,No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,,,,Bachelor Honours Degree,No,Yes,37.50,20,750,English,208,"$155,600.00","$1,492.00","$157,092.00",No
00126G,The University of Western Australia (UWA),114338D,Bachelor of Economics (Honours),,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Bachelor Honours Degree,No,No,,,,English,52,"$50,300.00",$373.00,"$50,673.00",No
00126G,The University of Western Australia (UWA),114339C,Bachelor of Social Work (Honours),,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,,,,Bachelor Honours Degree,No,Yes,38.00,27,"1,026",English,208,"$178,800.00","$1,492.00","$180,292.00",No
00126G,The University of Western Australia (UWA),114340K,Bachelor of Music (Honours),,No,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,,,,Bachelor Honours Degree,No,No,,,,English,52,"$42,000.00",$373.00,"$42,373.00",No
00126G,The University of Western Australia (UWA),114341J,Bachelor of Mathematics,,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,,,,Bachelor Degree,No,No,,,,English,156,"$156,000.00","$1,119.00","$157,119.00",No
00126G,The University of Western Australia (UWA),114370D,Bachelor of Modern Languages and Bachelor of Biomedical Science,,Yes,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$195,600.00","$1,492.00","$197,092.00",No
00126G,The University of Western Australia (UWA),114371C,Bachelor of Modern Languages,,No,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$127,500.00","$1,119.00","$128,619.00",No
00126G,The University of Western Australia (UWA),114372B,"Bachelor of Philosophy, Politics, and Economics (Honours)",,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$42,500.00",$373.00,"$42,873.00",No
00126G,The University of Western Australia (UWA),114373A,Bachelor of Criminology and Criminal Justice (Honours),,No,09 - Society and Culture,0911 - Justice and Law Enforcement,"091199 - Justice and Law Enforcement, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$42,500.00",$373.00,"$42,873.00",No
00126G,The University of Western Australia (UWA),114374M,Bachelor of Psychology (Honours),,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Honours Degree,No,No,,,,English,52,"$49,200.00",$373.00,"$49,573.00",No
00126G,The University of Western Australia (UWA),114375K,Bachelor of Geographical and Spatial Science,,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$156,000.00","$1,119.00","$157,119.00",No
00126G,The University of Western Australia (UWA),114376J,Bachelor of Marine Science and Master of Oceanography,,No,01 - Natural and Physical Sciences,0107 - Earth Sciences,010713 - Oceanography,,,,Masters Degree (Coursework),No,Yes,37.50,4,150,English,208,"$208,400.00","$1,492.00","$209,892.00",No
00126G,The University of Western Australia (UWA),114377H,Bachelor of Engineering (Honours)/ Bachelor of Arts,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",Bachelor Honours Degree,No,Yes,37.50,12,450,English,286,"$255,000.00","$2,051.50","$257,051.50",No
00126G,The University of Western Australia (UWA),114454M,Bachelor of Geographical and Spatial Science and Master of Environmental Science,,Yes,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.","05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",Masters Degree (Coursework),No,No,,,,English,208,"$209,200.00","$1,492.00","$210,692.00",No
00126G,The University of Western Australia (UWA),114455K,Bachelor of Sport and Exercise Sciences and Master of Clinical Exercise Physiology,,Yes,06 - Health,0699 - Other Health,069903 - Human Movement,06 - Health,0699 - Other Health,069903 - Human Movement,Masters Degree (Coursework),No,Yes,,13,500,English,208,"$208,400.00","$1,492.00","$209,892.00",No
00126G,The University of Western Australia (UWA),114457H,Bachelor of Engineering (Honours) and Bachelor of Modern Languages,,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",Bachelor Honours Degree,No,Yes,37.50,12,450,English,286,"$280,500.00","$2,051.50","$282,551.50",No
00126G,The University of Western Australia (UWA),114458G,Bachelor of Sport and Exercise Sciences and Master of Public Health,,Yes,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",Masters Degree (Coursework),No,Yes,,24,140,English,208,"$201,200.00","$1,492.00","$202,692.00",No
00126G,The University of Western Australia (UWA),114460B,Bachelor of Social and Environmental Sustainability,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$127,500.00","$1,119.00","$128,619.00",No
00126G,The University of Western Australia (UWA),114596H,Bachelor of Modern Languages (Honours),,No,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$42,500.00",$373.00,"$42,873.00",No
00126G,The University of Western Australia (UWA),115049E,Master of Dental Public Health and Primary Health (coursework and dissertation),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Coursework),No,No,,,,English,104,"$103,400.00",$746.00,"$104,146.00",No
00126G,The University of Western Australia (UWA),115050A,Bachelor of Music and Bachelor of Science,,Yes,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$197,200.00","$1,492.00","$198,692.00",No
00126G,The University of Western Australia (UWA),115051M,Bachelor of Music and Bachelor of Arts,,Yes,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$170,000.00","$1,492.00","$171,492.00",No
00126G,The University of Western Australia (UWA),115052K,Bachelor of Music and Bachelor of Business,,Yes,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,No,No,,,,English,208,"$192,800.00","$1,492.00","$194,292.00",No
00126G,The University of Western Australia (UWA),115273H,Bachelor of Human Rights (Honours),,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$42,500.00",$373.00,"$42,873.00",No
00126G,The University of Western Australia (UWA),115274G,Bachelor of International Relations,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$127,500.00","$1,119.00","$128,619.00",No
00126G,The University of Western Australia (UWA),115275F,Bachelor of Economics / Bachelor of Commerce,,Yes,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$202,800.00","$1,492.00","$204,292.00",No
00126G,The University of Western Australia (UWA),115276E,Bachelor of Philosophy (Honours)/Bachelor of Modern Languages,,Yes,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Honours Degree,No,No,,,,English,208,"$261,000.00","$1,492.00","$262,492.00",No
00126G,The University of Western Australia (UWA),115386K,Bachelor of Human Sciences and Master of Biomedical Science,,Yes,01 - Natural and Physical Sciences,0109 - Biological Sciences,010913 - Human Biology,01 - Natural and Physical Sciences,0109 - Biological Sciences,010913 - Human Biology,Masters Degree (Coursework),No,No,,,,English,208,"$208,000.00","$1,492.00","$209,492.00",No
00126G,The University of Western Australia (UWA),116197G,Bachelor of Business (Honours),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Bachelor Honours Degree,No,No,,,,English,52,"$50,700.00",$373.00,"$51,073.00",No
00126G,The University of Western Australia (UWA),116857J,Bachelor of Modern Languages and Bachelor of Commerce,,Yes,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",08 - Management and Commerce,0800 - Management and Commerce,"080000 - Management and Commerce, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$192,800.00","$1,492.00","$194,292.00",No
00126G,The University of Western Australia (UWA),116858H,Bachelor of Arts and Master of Teaching (Secondary),,Yes,09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Masters Degree (Coursework),No,Yes,37.50,12,450,English,208,"$184,950.00","$1,492.00","$186,442.00",No
00126G,The University of Western Australia (UWA),116859G,Bachelor of Human Sciences (Pharmaceutical Health) and Doctor of Pharmacy,,Yes,06 - Health,0605 - Pharmacy,060501 - Pharmacy,01 - Natural and Physical Sciences,0109 - Biological Sciences,010913 - Human Biology,Masters Degree (Coursework),No,Yes,37.00,10,370,English,208,"$207,000.00","$1,492.00","$208,492.00",No
00126G,The University of Western Australia (UWA),116860C,Bachelor of Music and Bachelor of Biomedical Science,,Yes,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Bachelor Degree,No,No,,,,English,208,"$195,600.00","$1,492.00","$197,092.00",No
00126G,The University of Western Australia (UWA),116861B,Bachelor of Psychology and Bachelor of Science,,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Degree,No,No,,,,English,208,"$206,800.00","$1,492.00","$208,292.00",No
00126G,The University of Western Australia (UWA),116864K,Bachelor of Mathematics and Bachelor of Arts,,Yes,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$197,600.00","$1,492.00","$199,092.00",No
00126G,The University of Western Australia (UWA),116865J,Bachelor of Social and Environmental Sustainability and Bachelor of Arts,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$170,000.00","$1,492.00","$171,492.00",No
00126G,The University of Western Australia (UWA),116869E,Bachelor of International Relations and Bachelor of Arts,,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,,,,English,208,"$170,000.00","$1,492.00","$171,492.00",No
00126G,The University of Western Australia (UWA),116870A,Bachelor of Media and Communication,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,152,"$127,500.00","$1,090.31","$128,590.31",No
00126G,The University of Western Australia (UWA),116871M,Bachelor of Art History and Curatorial Studies,,No,09 - Society and Culture,"0913 - Librarianship, Information Management and Curatorial Studies",091303 - Curatorial Studies,,,,Bachelor Degree,No,No,,,,English,152,"$127,500.00","$1,090.31","$128,590.31",No
00126G,The University of Western Australia (UWA),116873J,Master of Management (Coursework),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$99,000.00",$746.00,"$99,746.00",No
